Run 000: 1615418205411
Run 000: 1615429205622
Run 000: 1615492972318
Run 000: 1615493605254
Run 000: 1615502863558
Run 000: 1615504701039
Run 000: 1615504762927
Run 000: 1615504818835
Run 000: 1615504894512
Run 000: 1615505257903
Run 000: 1615505403471
Run 000: 1615505533558
Run 000: 1615506271438
Run 000: 1615506347451
Run 000: 1615506432886
Run 000: 1615506513280
Run 000: 1615506551173
Run 000: 1615506603603
Run 000: 1615506641854
Run 000: 1615506683353
Run 000: 1615506793731
Run 000: 1615506851905
Run 000: 1615506985441
Run 000: 1615507104230
Run 000: 1615510412716
Run 000: 1615513556487
Run 000: 1615513602510
Run 000: 1615514119813
Run 000: 1615514178828
Run 000: 1615514263554
Run 000: 1615514324418
Run 000: 1615514375223
Run 000: 1615514437950
Run 000: 1615514756222
Run 000: 1615514805971
Run 000: 1615514897405
Run 000: 1615514942210
Run 000: 1615515126948
Run 000: 1615515201857
Run 000: 1615515412594
Run 000: 1615515494865
Run 000: 1615515536353
Run 001: 1615516138511
Run 001: 1615516762986
Run 000: 1616083627367
Run 001: 1616084413456
Run 001: 1616085890502
Run 001: 1616086458693
Run 000: 1616107944199
Run 000: 1616111430962
Run 000: 1616112371927
Run 001: 1616113181350
Run 001: 1616113395717
Run 001: 1616113582593
Run 001: 1616114868643
Run 000: 1616622806314
Run 000: 1616623060422
Run 000: 1616623826241
Run 000: 1616623930910
Run 001: 1616624068396
Run 002: 1616631835432
Run 001: 1616632027395
Run 001: 1616632378402
Run 001: 1616632466270
Run 002: 1616632486727
Run 003: 1616632497139
Run 004: 1616632507249
Run 005: 1616632517674
Run 000: 1616636922065
Run 001: 1616637001872
Run 001: 1616637130611
Run 001: 1616653257055
Run 002: 1616653304737
Run 003: 1616653335046
Run 004: 1616686040217
Run 005: 1616686053504
Run 006: 1616686065500
Run 007: 1616697124982
Run 008: 1616703305112
Run 009: 1616703315031
Run 010: 1616703333756
Run 000: 1616716657086
Run 001: 1616716754919
Run 001: 1616716778267
Run 001: 1616716792188
Run 001: 1616716867824
Run 002: 1616716878907
Run 003: 1616716888268
Run 004: 1616716909084
Run 005: 1616730697458
Run 006: 1616730706886
Run 007: 1616730717439
Run 008: 1616741280115
Run 009: 1616741290605
Run 010: 1616741299214
Run 001: 1617665373243
Run 001: 1617665451109
Run 001: 1617666203584
Run 001: 1617676206767
Run 001: 1617751674895
Run 001: 1617752927641
Run 001: 1617754119000
Run 001: 1617755575486
Run 001: 1617757959105
Run 001: 1617759349948
Run 001: 1617760554693
Run 001: 1617766218100
Run 001: 1617767517708
Run 001: 1617808277091
Run 001: 1617848604485
Run 001: 1617851419480
Run 001: 1617851743185
Run 001: 1617852020824
Run 001: 1617852726341
Run 001: 1617853887838
Run 001: 1617863165237
Run 001: 1617864580989
Run 001: 1617866309682
Run 001: 1617868588482
Run 001: 1617871785253
Run 001: 1617874704096
Run 001: 1617880750803
Run 001: 1617887118217
Run 001: 1617894669304
Run 001: 1617905022458
Run 001: 1617913930181
Run 001: 1617920685088
Run 001: 1617927639966
Run 001: 1617932808333
Run 001: 1617941179004
Run 001: 1617944305733
Run 001: 1617952115091
Run 001: 1617954904390
Run 001: 1617957038829
Run 001: 1617958827525
Run 001: 1617960393678
Run 001: 1617969219936
Run 001: 1617970431044
Run 001: 1617971491443
Run 001: 1617972245112
Run 001: 1617972877539
Run 001: 1617973460707
Run 001: 1617973980710
Run 001: 1617974408824
Run 001: 1617974850141
Run 001: 1617975190005
Run 001: 1617975579817
Run 001: 1617975906652
Run 001: 1617976163399
Run 001: 1617976458042
Run 001: 1617976741317
Run 001: 1617977038076
Run 001: 1617977256136
Run 001: 1617977597139
Run 001: 1617977872699
Run 001: 1617977995197
Run 001: 1617978144767
Run 001: 1617978256869
Run 001: 1617978359737
Run 001: 1617978431182
Run 001: 1617978502975
Run 001: 1617978547663
Run 001: 1617978606898
Run 001: 1617978647978
Run 001: 1618935597088
Run 001: 1618945790138
Run 001: 1618985889432
Run 001: 1618985953892
Run 001: 1618986021295
Run 001: 1618986067979
Run 001: 1618986134115
Run 001: 1618986181846
Run 001: 1618986234420
Run 001: 1618986343767
Run 001: 1618986464646
Run 001: 1618986515706
Run 001: 1618986579254
Run 001: 1618986633536
Run 001: 1618986746986
Run 001: 1618986816487
Run 001: 1618986882790
Run 001: 1618986989754
Run 001: 1618987068657
Run 001: 1618987144527
Run 001: 1618987239762
Run 001: 1618987348070
Run 001: 1618987546793
Run 001: 1618987738731
Run 001: 1618987895658
Run 001: 1618988149915
Run 001: 1618988330980
Run 001: 1618988543177
Run 001: 1618988842243
Run 001: 1618989080884
Run 001: 1618989322493
Run 001: 1618989649851
Run 001: 1618989994218
Run 001: 1618990368906
Run 001: 1618990811667
Run 001: 1618991216582
Run 001: 1618991635525
Run 001: 1618992310550
Run 001: 1618992561909
Run 001: 1618992671406
Run 001: 1618992706961
Run 001: 1618992753571
Run 001: 1618992796681
Run 001: 1618992865207
Run 001: 1618992902752
Run 001: 1618992946528
Run 001: 1618992989248
Run 001: 1618993030591
Run 001: 1618993067765
Run 001: 1618993107957
Run 001: 1618993146393
Run 001: 1618993207654
Run 001: 1618993244080
Run 001: 1618993301176
Run 001: 1618993336516
Run 001: 1619190460473
Run 001: 1619190720870
Run 001: 1619191012826
Run 001: 1619191957680
Run 001: 1619191991570
Run 001: 1619192046864
Run 001: 1619192117041
Run 001: 1619192180073
Run 001: 1619192451120
Run 001: 1619192567819
Run 001: 1619192614632
Run 001: 1619192802181
Run 001: 1619192870103
Run 001: 1619193325335
Run 001: 1619193616241
Run 001: 1619193737230
Run 001: 1619197319244
Run 001: 1619197486116
Run 001: 1619197798558
Run 001: 1619197907659
Run 001: 1619198035800
Run 001: 1619198142280
Run 001: 1619198317265
Run 001: 1619198407702
Run 001: 1619198525967
Run 001: 1619198641427
Run 001: 1619198786592
Run 001: 1619198889205
Run 001: 1619199075273
Run 001: 1619199182587
Run 001: 1619199483407
Run 001: 1619199614371
Run 001: 1619199887607
Run 001: 1619200094119
Run 000: 1619647267481
Run 001: 1619647498169
Run 000: 1619678264256
Run 000: 1619678559845
Run 000: 1619678852555
Run 000: 1619714338959
Run 000: 1619715054109
Run 001: 1619715409959
Run 000: 1619715529291
Run 000: 1619720448134
Run 001: 1619720781533
Run 001: 1619721890712
Run 001: 1619723459227
Run 001: 1619726619587
Run 001: 1619728644693
Run 001: 1619730860380
Run 001: 1619735770534
Run 001: 1619738400961
Run 001: 1619741949230
Run 001: 1619746182030
Run 001: 1619752201191
Run 001: 1619765986290
Run 001: 1619795424194
Run 001: 1619806080252
Run 001: 1619818088786
Run 001: 1619824727378
Run 001: 1619830260385
Run 001: 1619836140264
Run 001: 1619842379173
Run 001: 1619844994267
Run 001: 1619847126818
Run 001: 1619884093788
Run 001: 1619885154433
Run 001: 1619885955652
Run 001: 1619886493726
Run 001: 1619886863351
Run 001: 1619888244845
Run 001: 1619890586658
Run 001: 1619891511586
Run 001: 1619892497912
Run 001: 1619893873049
Run 001: 1619894574140
Run 001: 1619895108979
Run 001: 1619895552094
